City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Altay,47.87,88.12,2.54,64,47,2.73,CN,1602773638
Saldanha,-33.01,17.94,24,38,0,8.2,ZA,1602773456
Karasburg,-28.02,18.75,37.37,8,0,4.16,NA,1602773638
San Carlos,9.66,-68.58,30.03,67,0,1.38,VE,1602773639
Purushottampur,19.53,84.88,25.85,89,99,1.13,IN,1602773639
Nizwa,22.93,57.53,25.22,27,0,2.93,OM,1602773639
Acari,-15.43,-74.62,24.6,43,46,3.5,PE,1602773640
Igaci,-9.54,-36.63,31.86,42,37,5.8,BR,1602773640
Sabzevar,36.21,57.68,19,19,0,5.1,IR,1602773640
Bandar-E Lengeh,26.56,54.88,30,40,0,1.2,IR,1602773640
Urdoma,61.75,48.54,0.42,96,100,3.23,RU,1602773641
Taywarah,33.35,64.42,0.93,74,0,1.73,AF,1602773641
Puerto Narino,-3.77,-70.38,27,88,75,2.1,CO,1602773641
Villazon,-22.09,-65.59,15.04,45,82,4.79,BO,1602773642
Araouane,18.9,-3.53,38.97,9,0,1.89,ML,1602773642
Shakawe,-18.37,21.85,33.75,20,49,4.47,BW,1602773642
Lubao,14.92,120.55,26,88,75,2.1,PH,1602773642
Lovasbereny,47.31,18.55,9.63,87,100,5.29,HU,1602773643
Florianopolis,-27.61,-48.5,24.45,57,40,3.6,BR,1602773643
Hurghada,27.26,33.81,32,43,0,3.1,EG,1602773643
Gazojak,41.19,61.4,16.54,27,0,3.85,TM,1602773644
Rockland,41.17,-74.05,18.08,76,40,1.34,US,1602773644
Altagracia De Orituco,9.86,-66.38,28.85,66,0,1.69,VE,1602773644
Aksarka,66.56,67.8,-0.62,94,10,6.5,RU,1602773644
Talara,-4.58,-81.27,21,73,30,6.2,PE,1602773645
Abalak,58.13,68.59,1.2,88,0,1.5,RU,1602773646
Lai,9.4,16.3,30.39,60,54,2.13,TD,1602773646
Kiruna,67.86,20.23,2,90,94,2.6,SE,1602773646
Kaka,37.35,59.61,12.79,38,0,1.23,TM,1602773647
Monze,-16.28,27.48,28.11,37,15,5.04,ZM,1602773647
Anamur,36.08,32.84,26,61,20,2.6,TR,1602773648
Bodden Town,19.28,-81.25,30.15,79,20,3.66,KY,1602773648
Andrelandia,-21.74,-44.31,28.6,45,100,1.44,BR,1602773649
Sembe,1.65,14.58,26.64,89,94,0.23,CG,1602773649
Circleville,39.6,-82.95,17.79,59,75,7.2,US,1602773649
Sayyan,15.17,44.32,18.37,26,0,3.04,YE,1602773650
Usinsk,65.99,57.53,-0.77,95,100,5.06,RU,1602773650
Guelph,43.55,-80.25,12.06,93,90,5.7,CA,1602773650
San Lucas,16.6,-92.72,24,83,40,1.5,MX,1602773650
Weligama,5.97,80.42,26.62,82,86,5.46,LK,1602773606
Sirmaur,24.85,81.38,27.8,69,26,2.45,IN,1602773450
Kaele,10.11,14.45,32,55,20,3.6,CM,1602773651
Governador Valadares,-18.85,-41.95,36.7,36,63,0.73,BR,1602773652
Nsanje,-16.92,35.26,31.31,28,0,3.82,MW,1602773652
Synya,65.37,58.04,-0.76,95,100,2.82,RU,1602773652
Aswan,24.09,32.91,37.57,12,0,3.94,EG,1602773652
Riohacha,11.54,-72.91,30.45,69,1,4.56,CO,1602773653
Chicama,-7.84,-79.15,17,82,20,4.6,PE,1602773653
Storforshei,66.4,14.52,7.28,87,75,5.7,NO,1602773653
Conde,-7.26,-34.91,29,66,75,6.2,BR,1602773654
Tim,51.62,37.12,15,38,0,3,RU,1602773654
Orcopampa,-15.27,-72.34,11.21,49,59,2.46,PE,1602773654
Goundam,16.41,-3.67,40.8,8,10,5.92,ML,1602773654
Tucuman,-26.82,-65.22,22,53,90,3.1,AR,1602773655
Ukholovo,53.79,40.49,13.33,36,21,3.98,RU,1602773655
Bonavista,48.65,-53.11,13.89,79,100,1.34,CA,1602773655
Boca Do Acre,-8.75,-67.4,34.74,38,88,1.55,BR,1602773656
Hopatcong,40.93,-74.66,16.72,72,72,3.1,US,1602773656
Meulaboh,4.14,96.13,26.17,83,94,0.85,ID,1602773656
Adre,13.47,22.2,33.89,14,0,3.81,TD,1602773656
Leshukonskoye,64.9,45.76,0.06,96,95,1.32,RU,1602773657
Bardiyah,31.76,25.09,24.49,63,0,5.18,LY,1602773657
Teguldet,57.31,88.17,0.69,90,99,4.44,RU,1602773657
Chapais,49.78,-74.85,5,93,90,6.7,CA,1602773657
Ovalle,-30.6,-71.2,26.22,35,0,3.72,CL,1602773658
Guanare,9.04,-69.74,30.94,68,0,0.38,VE,1602773658
Aasiaat,68.71,-52.87,-0.25,90,100,4.61,GL,1602773632
Navalmoral De La Mata,39.89,-5.54,18.89,38,0,0.45,ES,1602773659
Moradabad,28.83,78.78,26.23,45,1,1.59,IN,1602773659
Aktyubinskiy,54.81,52.81,12.38,40,56,6.73,RU,1602773661
Thinadhoo,0.53,72.93,28.56,75,66,8.48,MV,1602773661
Kontagora,10.4,5.47,33.56,46,6,0.61,NG,1602773564
Rincon,32.3,-81.24,27.76,78,75,1.5,US,1602773661
Morant Bay,17.88,-76.41,30.32,66,20,3.1,JM,1602773662
Kyshtovka,56.55,76.63,2.38,84,42,2.61,RU,1602773643
Kuminskiy,58.67,66.57,1.15,87,0,1.78,RU,1602773662
Dwarka,22.24,68.97,32.15,49,42,2.91,IN,1602773663
Chake Chake,-5.25,39.77,26.19,79,6,4.36,TZ,1602773663
Moose Factory,51.26,-80.61,6,93,90,2.1,CA,1602773664
Praia Da Vitoria,38.73,-27.07,22.09,83,75,2.2,PT,1602773664
Maxixe,-23.86,35.35,25,53,20,5.1,MZ,1602773664
Beinamar,8.67,15.38,28.52,67,94,0.2,TD,1602773665
Jasper,37.2,-94.35,15.87,39,90,3.6,US,1602773666
Tavda,58.04,65.27,2.56,80,60,2.12,RU,1602773666
Kulebaki,55.41,42.53,12.7,66,3,4.25,RU,1602773666
Belyy Yar,53.6,91.39,11,50,100,11,RU,1602773666
Plettenberg Bay,-34.05,23.37,18.46,72,1,2.69,ZA,1602773667
Oistins,13.07,-59.53,29,74,40,6.2,BB,1602773667
Lulea,65.58,22.15,5,75,90,4.1,SE,1602773667
Morrope,-6.54,-80.01,20.55,72,100,2.1,PE,1602773668
Van,38.49,43.38,19,42,20,1.5,TR,1602773668
Salta,-24.79,-65.41,20,42,15,2.6,AR,1602773668
Matay,28.42,30.78,33.5,20,0,8.39,EG,1602773669
Aksu,41.12,80.26,13.33,36,55,1.2,CN,1602773669
Dolores,-36.31,-57.68,18.63,61,52,4.28,AR,1602773670
Abu Kamal,34.45,40.92,25.41,30,0,1.91,SY,1602773648
Nisia Floresta,-6.09,-35.21,31,55,75,7.7,BR,1602773671
Sovetskiy,61.36,63.58,0.3,93,51,3.17,RU,1602773671
Alghero,40.56,8.32,14.44,59,40,5.1,IT,1602773407
Makinsk,52.63,70.42,7.98,54,7,3.16,KZ,1602773672
Itapaci,-14.95,-49.55,35.81,28,21,2.68,BR,1602773672
Talcahuano,-36.72,-73.12,16,67,0,2.6,CL,1602773672
Salaga,8.55,-0.52,29.82,67,66,2.25,GH,1602773673
Matara,5.95,80.54,26.52,82,85,5.3,LK,1602773673
Estelle,29.85,-90.11,26.01,80,42,2.1,US,1602773432
Kangavar,34.5,47.97,13.83,32,0,0.7,IR,1602773674
Lagos,6.58,3.75,29.08,70,14,3.84,NG,1602773553
Buraydah,26.33,43.98,34,18,0,5.7,SA,1602773674
Luena,-11.78,19.92,24,83,40,2.46,AO,1602773674
Salamanca,40.83,-6,15.2,35,0,3.6,ES,1602773675
Skjold,55.8,9.94,8.04,81,75,4.6,DK,1602773675
Awjilah,29.11,21.29,35.21,15,0,3.47,LY,1602773675
Semey,50.41,80.23,4,80,95,3,KZ,1602773646
Tambopata,-12.73,-69.18,28,69,100,0.5,PE,1602773676
Larsnes,62.2,5.58,8.26,75,20,2.6,NO,1602773676
Chiredzi,-21.05,31.67,27.38,42,3,3.66,ZW,1602773662
Iberia,29.95,-91.75,24.18,94,1,3.44,US,1602773677
Montecristo,8.3,-74.47,28.18,78,90,0.73,CO,1602773677
Lovozero,68,35.01,1.17,94,99,2.21,RU,1602773640
Kalaleh,37.38,55.49,21,37,0,0.87,IR,1602773678
Chandur Bazar,21.24,77.75,24.52,92,1,3.15,IN,1602773678
Itum-Kale,42.74,45.58,16.69,46,96,1.2,RU,1602773679
Ibra,22.69,58.53,24.45,22,0,2.86,OM,1602773649
Mount Darwin,-16.77,31.58,25.03,45,63,2.35,ZW,1602773679
Pemba,-12.97,40.52,26.83,65,20,6.7,MZ,1602773680
Petrivka,46.97,30.96,20,72,100,5,UA,1602773680
Salinas,36.68,-121.66,16.42,55,1,4.1,US,1602773680
Bosaso,11.28,49.18,28.97,60,0,1.12,SO,1602773680
Tucurui,-3.77,-49.67,35.97,39,29,1.75,BR,1602773681
Mercedes,-34.65,-59.43,20.61,74,4,1.34,AR,1602773681
Vangaindrano,-23.35,47.6,21.48,77,77,2.29,MG,1602773681
Chimbote,-9.09,-78.58,19.81,71,27,2.95,PE,1602773487
Sur,22.57,59.53,26.94,49,0,5.1,OM,1602773682
Santa Lucia,27.91,-15.54,24.23,65,20,7.2,ES,1602773682
Vieste,41.88,16.18,19.53,68,40,4.6,IT,1602773682
Manadhoo,5.77,73.38,28.11,78,82,10.01,MV,1602773683
Caceres,39.52,-6.37,20,30,0,0.45,ES,1602773684
Hualmay,-11.1,-77.61,20.5,64,14,3.79,PE,1602773685
Paez,5.1,-73.05,22.66,60,54,1.67,CO,1602773685
Sao Lourenco Do Sul,-31.37,-51.98,19.31,75,83,2.99,BR,1602773685
Dzilam Gonzalez,21.28,-88.93,27.86,65,0,0.98,MX,1602773686
Riberalta,-10.98,-66.1,28,74,75,1.74,BO,1602773672
Port-Gentil,-0.72,8.78,29,70,75,7.7,GA,1602773386
